Id,SalePrice
2032,256216.657957
2033,275470.159673
2034,175813.917008
2035,232531.721344
2036,210933.163251
2037,218480.559871
2038,295824.484592
2039,236496.549559
2040,345164.566344
2041,322297.124659
2042,221166.61151
2043,194999.136982
2044,199506.997717
2045,236929.173693
2046,161385.352264
2047,175175.361826
2048,159537.311855
2049,168825.12569
2050,205951.311133
2051,119308.419789
2052,150867.511194
2053,168039.717395
2054,94946.8984233
2055,189611.619481
2056,168519.394389
2057,129233.390248
2058,253616.302836
2059,154032.021244
2060,204581.508814
2061,216249.534186
2062,147430.746641
2063,133155.631267
2064,166307.411217
2065,130499.794104
2066,210053.552661
2067,131555.484054
2068,164781.65506
2069,94432.6379296
2070,126079.950596
2071,100173.546778
2072,146451.34281
2073,169641.698382
2074,213297.035701
2075,171445.362372
2076,143296.856753
2077,160081.695889
2078,137589.432387
2079,156808.345763
2080,146929.792995
2081,139819.756718
2082,139802.03176
2083,171015.193791
2084,126754.192342
2085,132203.26024
2086,138665.151413
2087,136442.397502
2088,105371.522952
2089,88707.417939
2090,144682.085467
2091,125851.19282
2092,141078.041025
2093,132591.426178
2094,131469.841332
2095,176920.916799
2096,92232.1727465
2097,102532.804934
2098,170587.371814
2099,54694.9255819
2100,88716.6448234
2101,136404.656875
2102,144166.98025
2103,114405.295401
2104,158040.202414
2105,139849.6709
2106,62602.9258326
2107,242134.728507
2108,138267.392696
2109,129068.262402
2110,144849.726565
2111,161762.016953
2112,155797.791955
2113,129760.512816
2114,128559.79629
2115,174891.983793
2116,127355.393401
2117,161746.336097
2118,129571.290389
2119,121104.313625
2120,136468.450343
2121,117920.387319
2122,102836.851677
2123,92471.0926947
2124,192456.85016
2125,152455.799276
2126,156234.519085
2127,178649.938716
2128,138021.011098
2129,98463.8517611
2130,171625.168348
2131,182986.540855
2132,135504.901403
2133,146770.019543
2134,139810.057445
2135,118607.770513
2136,69946.2004149
2137,128267.653235
2138,170659.357771
2139,180182.764045
2140,155643.845299
2141,169509.049778
2142,138094.536345
2143,162051.105069
2144,125528.824872
2145,156937.298428
2146,187851.869999
2147,176266.750745
2148,150949.667821
2149,156505.305165
2150,263421.550918
2151,131525.030619
2152,197977.016295
2153,194117.62272
2154,113864.793529
2155,165138.635291
2156,282022.461331
2157,256102.182202
2158,263630.877496
2159,244617.479869
2160,194411.26446
2161,276365.597217
2162,427351.650955
2163,381824.116964
2164,280346.125455
2165,215914.842516
2166,168065.8042
2167,236077.407176
2168,219426.309029
2169,215134.880044
2170,234044.483345
2171,173982.916281
2172,163940.274842
2173,202911.302379
2174,256566.905869
2175,335668.947678
2176,346179.413975
2177,260369.237135
2178,243078.277671
2179,147319.395718
2180,243666.010565
2181,212616.312046
2182,249484.463127
2183,209429.065285
2184,150837.068302
2185,141633.617066
2186,171673.365944
2187,181896.843434
2188,187199.316345
2189,306058.354207
2190,92967.3723247
2191,98986.0482585
2192,106912.807988
2193,115609.438685
2194,112452.820986
2195,128679.462929
2196,126156.974325
2197,131198.033339
2198,174878.11092
2199,199892.661181
2200,150201.759321
2201,149351.967827
2202,219195.63872
2203,159062.087863
2204,192977.491384
2205,129353.232853
2206,144332.230542
2207,228210.162497
2208,286372.457595
2209,221212.215309
2210,134922.166026
2211,138477.040403
2212,134164.678306
2213,122362.854204
2214,152667.229617
2215,117528.211373
2216,166296.333443
2217,74673.6031612
2218,101256.876352
2219,100421.416278
2220,81003.3416004
2221,301864.412149
2222,272364.395336
2223,315055.638481
2224,241696.41031
2225,152882.500171
2226,210639.565026
2227,229598.803356
2228,291542.264026
2229,272806.641941
2230,172927.648125
2231,240240.145331
2232,209838.364369
2233,204505.118216
2234,260589.368322
2235,233129.257549
2236,297093.978541
2237,356584.799125
2238,222074.314605
2239,137425.090727
2240,179942.572396
2241,174710.403194
2242,139495.761772
2243,149655.536607
2244,114685.281111
2245,111458.856104
2246,160522.751575
2247,122592.977065
2248,131471.998692
2249,136169.481478
2250,154807.506474
2251,111218.110266
2252,220299.795241
2253,182326.823244
2254,209130.823753
2255,222353.813075
2256,209422.551291
2257,222269.13644
2258,195557.083194
2259,204901.001981
2260,159510.661426
2261,209088.28567
2262,219557.114962
2263,363179.882936
2264,477845.078399
2265,205866.236558
2266,295281.768281
2267,365437.90502
2268,414787.235757
2269,185676.583871
2270,218558.883262
2271,266400.358904
2272,231211.214009
2273,195254.293081
2274,204165.859622
2275,189121.319835
2276,221430.453599
2277,220563.366585
2278,181524.397417
2279,137154.630101
2280,138669.298706
2281,187580.663728
2282,203787.187906
2283,125576.298495
2284,125257.149516
2285,166693.486878
2286,142226.928232
2287,369540.007553
2288,292478.124069
2289,404076.06513
2290,436354.752981
2291,331089.021146
2292,453673.500151
2293,454362.071614
2294,417022.12668
2295,446897.47022
2296,303364.684074
2297,333957.886072
2298,344823.643637
2299,394783.137494
2300,346213.739276
2301,307368.989067
2302,264845.166695
2303,270623.609753
2304,266613.476433
2305,206014.675514
2306,204232.995909
2307,210309.848078
2308,257458.438102
2309,290415.073321
2310,222371.875952
2311,218243.605308
2312,201964.041543
2313,195486.316424
2314,191134.897859
2315,200779.863249
2316,222766.2247
2317,207464.945704
2318,197795.871021
2319,201642.758343
2320,208974.227565
2321,271811.112306
2322,201573.579823
2323,207828.07357
2324,204091.207726
2325,240205.176179
2326,196682.439888
2327,236957.377608
2328,251397.058259
2329,215799.064657
2330,205578.687603
2331,374964.737134
2332,398857.229636
2333,339613.940414
2334,275655.966234
2335,293831.301266
2336,326193.318992
2337,221955.058002
2338,307339.592155
2339,256619.826117
2340,401074.917044
2341,244671.589091
2342,259746.543226
2343,245793.677013
2344,253186.464021
2345,261350.136362
2346,223265.786668
2347,208861.346004
2348,251396.560695
2349,186128.612407
2350,310662.226805
2351,267568.378255
2352,291055.763886
2353,250824.510974
2354,151151.058684
2355,168495.588601
2356,165903.724563
2357,212173.049082
2358,212213.905382
2359,145156.20452
2360,128870.187981
2361,164529.309159
2362,296594.799758
2363,157338.245025
2364,187498.702375
2365,235990.072757
2366,202635.417341
2367,237839.061612
2368,208192.501052
2369,233019.062758
2370,183857.42159
2371,176903.777597
2372,201635.774201
2373,294310.045872
2374,326096.308294
2375,270841.282621
2376,313720.355361
2377,357461.114585
2378,166152.328238
2379,240488.798968
2380,162001.25879
2381,181038.081493
2382,245739.471036
2383,238457.395981
2384,279102.992404
2385,185803.795737
2386,150310.478926
2387,159873.181582
2388,118480.972865
2389,141959.260044
2390,180678.830539
2391,158265.343656
2392,133832.697133
2393,197906.248589
2394,158932.643598
2395,244423.732913
2396,166825.551796
2397,270415.048476
2398,153747.939623
2399,61708.456689
2400,66959.8485847
2401,119321.698789
2402,157984.488549
2403,167782.048314
2404,172324.849759
2405,188918.713577
2406,166137.248664
2407,144657.683573
2408,169788.039074
2409,144693.994228
2410,211508.274439
2411,137229.382421
2412,187807.209463
2413,152072.999383
2414,175398.59127
2415,161469.094761
2416,150788.506443
2417,158695.912895
2418,156899.031675
2419,139237.554855
2420,137661.199048
2421,165384.376895
2422,129074.559801
2423,139786.854418
2424,184729.828263
2425,208400.824336
2426,143446.019403
2427,151956.826083
2428,215711.416611
2429,139977.058314
2430,153965.219119
2431,129023.616487
2432,159112.029406
2433,162820.430191
2434,154869.844065
2435,165483.039004
2436,118225.441718
2437,124277.817611
2438,143737.683229
2439,121713.506029
2440,141870.563026
2441,109347.358843
2442,112689.944491
2443,139424.959674
2444,137628.784696
2445,92069.31739
2446,140832.550314
2447,201302.929506
2448,159756.088346
2449,119729.979316
2450,179766.67986
2451,141406.174222
2452,235836.601417
2453,109036.285315
2454,134962.13618
2455,130619.967426
2456,148636.898877
2457,145308.490255
2458,132101.422987
2459,112010.419793
2460,155229.166079
2461,134945.634035
2462,141565.818977
2463,138699.950913
2464,190547.55875
2465,140182.660647
2466,126825.946196
2467,168482.849766
2468,88058.5312911
2469,85117.2776692
2470,228348.201925
2471,242605.357884
2472,187629.057976
2473,146366.963503
2474,88119.4269584
2475,279322.124114
2476,123819.015197
2477,148048.255771
2478,183665.811074
2479,129242.491389
2480,170368.612246
2481,136639.02222
2482,152846.218001
2483,129417.830493
2484,137326.90679
2485,145776.155376
2486,171469.964591
2487,207014.027126
2488,181584.456437
2489,182471.426496
2490,184148.781711
2491,100936.86583
2492,208617.158594
2493,176830.870996
2494,184272.747612
2495,104940.362981
2496,281182.014369
2497,173427.194031
2498,124593.47153
2499,101844.686067
2500,144606.877711
2501,157389.438037
2502,163480.531081
2503,95132.3677772
2504,195794.358201
2505,258520.311607
2506,288018.357608
2507,320933.695324
2508,287557.135965
2509,242833.901743
2510,254775.886098
2511,198780.436602
2512,222421.376253
2513,243231.528943
2514,299548.541585
2515,164492.879956
2516,187029.672065
2517,153360.410327
2518,171134.926502
2519,241968.633616
2520,238449.46848
2521,208759.435059
2522,245116.296901
2523,140054.295677
2524,160870.96756
2525,169432.610494
2526,153447.480776
2527,133057.790721
2528,146400.270522
2529,150772.636176
2530,138090.446509
2531,268819.102156
2532,251653.429858
2533,215782.377539
2534,256603.585232
2535,326720.386782
2536,269962.073186
2537,258480.755133
2538,199985.996565
2539,213354.44188
2540,190314.317446
2541,207651.45793
2542,179662.387067
2543,149127.182552
2544,139147.981104
2545,159107.014064
2546,149024.83808
2547,165131.354261
2548,168435.574186
2549,180358.444824
2550,525118.677646
2551,156319.041625
2552,146063.262779
2553,92966.4285924
2554,114460.049112
2555,128545.132733
2556,109188.927078
2557,129579.440542
2558,152405.951592
2559,134532.068503
2560,150478.409349
2561,143744.173346
2562,145113.838263
2563,152579.423938
2564,207405.877463
2565,146147.6693
2566,160500.334333
2567,141239.770505
2568,218446.035118
2569,233811.884674
2570,132374.266632
2571,189578.840941
2572,187263.829547
2573,243106.228507
2574,318607.705571
2575,146498.932509
2576,139056.593674
2577,175102.39502
2578,92326.8742615
2579,60766.1165347
2580,140832.930271
2581,147147.768586
2582,139008.326812
2583,301632.439186
2584,213049.512801
2585,204668.259451
2586,248331.032548
2587,232563.032504
2588,180946.004444
2589,177246.003607
2590,237484.758633
2591,270625.335047
2592,233984.100305
2593,283687.609491
2594,213139.542671
2595,223845.758477
2596,356355.551892
2597,207357.280496
2598,288966.428767
2599,330166.206112
2600,157320.703347
2601,170681.756056
2602,90919.330865
2603,103346.13482
2604,95446.9799073
2605,84575.2316179
2606,165895.98714
2607,219677.307464
2608,228830.239355
2609,187006.589386
2610,124536.808151
2611,152441.071395
2612,185383.831429
2613,148275.712261
2614,145194.341294
2615,176914.716837
2616,172420.155648
2617,207317.104772
2618,241150.71629
2619,238307.342459
2620,208120.762186
2621,205969.962525
2622,209242.031196
2623,275234.244286
2624,338319.095683
2625,316515.076187
2626,197200.292234
2627,196709.023745
2628,446370.817566
2629,477325.935224
2630,356780.137463
2631,448646.175546
2632,419113.755924
2633,313520.600159
2634,436922.452553
2635,183082.094118
2636,207868.147777
2637,202747.60339
2638,267645.684259
2639,227130.296137
2640,174085.197486
2641,121442.564273
2642,215999.830529
2643,123685.263128
2644,143154.459667
2645,122802.376679
2646,115231.456401
2647,116268.243809
2648,164107.798483
2649,181072.612334
2650,167125.990334
2651,164171.712655
2652,414765.019663
2653,284249.861354
2654,254636.221781
2655,408541.987514
2656,349876.653483
2657,339670.129674
2658,305483.140223
2659,318667.317291
2660,352898.323242
2661,367411.609254
2662,372026.471534
2663,310441.407802
2664,281366.602803
2665,335537.02435
2666,288029.098499
2667,190255.177034
2668,199210.464323
2669,193458.206579
2670,316539.178708
2671,207261.156568
2672,214140.239314
2673,229278.005759
2674,230175.994181
2675,183858.242842
2676,218122.669121
2677,224624.11757
2678,290143.866407
2679,311286.650091
2680,313909.282399
2681,396146.198008
2682,353936.137258
2683,489748.720688
2684,320458.142445
2685,363455.504936
2686,266094.894714
2687,325703.06239
2688,249750.287141
2689,221565.817671
2690,459243.589632
2691,198452.954795
2692,154198.150154
2693,217733.99392
2694,150966.64617
2695,213230.171314
2696,207903.598236
2697,207602.384251
2698,217367.402475
2699,195398.768134
2700,175084.889265
2701,168618.079497
2702,129687.289852
2703,161105.331899
2704,160185.360471
2705,132767.280408
2706,127031.450943
2707,142106.433313
2708,149576.673839
2709,117209.828353
2710,146406.08781
2711,256790.931615
2712,397657.541072
2713,178582.517354
2714,158074.188485
2715,182024.55901
2716,163147.586677
2717,199578.798395
2718,242428.521954
2719,171500.309785
2720,198324.421198
2721,157194.342272
2722,185794.007496
2723,191292.345256
2724,146427.27428
2725,145660.853477
2726,162359.189506
2727,201510.73918
2728,210378.206578
2729,175988.851512
2730,167569.450209
2731,144663.409635
2732,140614.092508
2733,193534.420033
2734,174569.066478
2735,149152.230171
2736,164761.753235
2737,138620.172884
2738,161053.574368
2739,188124.496846
2740,164514.114742
2741,166796.129811
2742,187897.15541
2743,174379.9851
2744,175605.219985
2745,166577.487692
2746,149049.544693
2747,196024.834458
2748,143906.469924
2749,139981.469785
2750,155640.891784
2751,153382.518853
2752,242699.42919
2753,180802.479175
2754,230234.336363
2755,151737.673691
2756,95227.6956191
2757,77276.7454803
2758,94035.5365305
2759,179528.316969
2760,148332.017171
2761,167860.669789
2762,161795.99058
2763,235342.172212
2764,188303.639138
2765,351222.681522
2766,159317.457518
2767,93736.6979258
2768,146624.837353
2769,144347.446237
2770,168395.906101
2771,121492.264368
2772,133216.507683
2773,169061.444484
2774,166294.069369
2775,134775.849537
2776,160847.138016
2777,159235.012634
2778,126062.965091
2779,122549.5704
2780,109182.750661
2781,103072.105683
2782,100997.690776
2783,101283.5195
2784,140852.919096
2785,147926.547816
2786,69780.4764199
2787,150466.170953
2788,80691.2238036
2789,201303.598126
2790,97983.702224
2791,121640.649869
2792,74738.636082
2793,183158.239148
2794,107131.778946
2795,128412.019233
2796,104520.936729
2797,220646.721772
2798,128024.886774
2799,130711.875894
2800,74940.385161
2801,128089.602632
2802,157992.359106
2803,187382.948727
2804,160419.954934
2805,113424.262436
2806,92128.0605133
2807,178550.876181
2808,166652.613034
2809,146651.126768
2810,146105.316508
2811,183815.154323
2812,169112.861293
2813,169547.693648
2814,180528.097235
2815,103457.051688
2816,277669.278032
2817,166403.159368
2818,142439.99777
2819,182880.466551
2820,156769.042612
2821,106516.526151
2822,216376.967132
2823,330875.642317
2824,195162.593428
2825,184926.040346
2826,150307.096229
2827,164635.296258
2828,244778.949475
2829,228167.184494
2830,245472.620547
2831,203102.064629
2832,269029.550237
2833,308719.59242
2834,227830.570926
2835,242461.892669
2836,213191.441734
2837,192388.766324
2838,164689.019625
2839,198413.522863
2840,220862.825145
2841,220330.750446
2842,249299.197393
2843,171141.431751
2844,197066.381557
2845,131854.004169
2846,225317.096611
2847,224686.835904
2848,235635.762625
2849,220650.475611
2850,320999.946738
2851,263310.605319
2852,272065.574058
2853,259861.025844
2854,147490.890931
2855,222373.805712
2856,216410.458092
2857,209837.867719
2858,225098.138332
2859,141240.629271
2860,149120.063607
2861,157359.975076
2862,217916.01894
2863,141354.262249
2864,275818.149767
2865,158702.394432
2866,160118.319654
2867,101788.438605
2868,118861.575027
2869,122705.087391
2870,153548.255523
2871,101549.715525
2872,55189.8936067
2873,114687.08077
2874,165955.19537
2875,149025.348165
2876,186447.256254
2877,148259.534418
2878,188441.502576
2879,155977.413707
2880,109963.777462
2881,151823.204517
2882,198214.609486
2883,192638.518539
2884,216041.595521
2885,202214.424097
2886,240829.686862
2887,110969.352063
2888,148146.4723
2889,65643.1496075
2890,84320.2282176
2891,157020.323564
2892,66791.8405966
2893,113310.722606
2894,65307.6256396
2895,325481.331435
2896,300354.267239
2897,243889.516852
2898,179595.453445
2899,244040.611112
2900,187440.536566
2901,241069.004361
2902,203585.549373
2903,369289.434365
2904,371568.225169
2905,100455.398277
2906,230685.946869
2907,130620.654198
2908,147912.337249
2909,171786.225673
2910,87619.1226954
2911,92732.4334337
2912,163225.81061
2913,97563.2784798
2914,87030.1275182
2915,92894.4106712
2916,97073.8057105
2917,193565.535952
2918,136990.474248
2919,271266.718029
